Device_Manufacturer,Device_ManufacturerBrandName,Device_Model,Device_ModelBrandName,Device_OS,Device_OSBrandName,Device_Language,Device_Locale,Device_ScreenWidth,Device_ScreenHeight,Device_Storage,Device_UsedStorage,Device_FreeStorage,Device_Memory,Device_UsedMemory,Device_FreeMemory,Device_CPU,Device_BatteryLevel,Device_BatteryState,Device_SystemUptime,Device_Speed,Device_Bearing,Device_SIMMCC,Device_SIMMNC,Device_SIMServiceProvider,Device_SIMServiceProviderBrandName,Connection_Start,Connection_End,Connection_Timezone,Connection_Type,Connection_Technology,Connection_GenerationCategory,Connection_MCC,Connection_MNC,Connection_LAC,Connection_CID,Connection_ServiceProvider,Connection_ServiceProviderBrandName,Connection_MobileChannel,Connection_BSIC,Connection_PCI,Connection_BSSID,Connection_SSID,Connection_WifiFrequency,Location_Latitude,Location_Longitude,Location_Altitude,Location_HorizontalAccuracy,Location_VerticalAccuracy,Location_Country,Location_Region,Location_City,Location_Geohash,QOS_Date,QOS_UploadThroughput,QOS_UploadThroughputTestSize,QOS_DownloadThroughput,QOS_DownloadThroughputTestSize,QOS_LatencyAverage,QOS_JitterAverage,QOS_PacketLossLostPercentage,QOS_LinkSpeed,QOS_SignalStrength,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,QOS_RSRP,QOS_RSRQ,QOS_RSSNR,QOS_CQI,QOS_TA
OUKITEL,OUKITEL,K6000 Pro,K6000 Pro,ANDROID60,Android 6.0,fr,FR,1920,1080,28182085632,4954001408,23228084224,3059343360,2230288384,829054976,0.05,0.8199999928474426,NotCharging,360259775,null,null,208,15,Free,Free Mobile,2017-07-14 17:26:15 UTC,2017-07-14 17:38:35 UTC,7200,MOBILE,HSPA,3G,208,1,5643,25813608,Free,Orange,null,null,null,null,null,null,43.6381225,4.8703777,null,2400.0,null,France,Provence-Alpes-Côte d'Azur,null,spg2qb4d2p,2017-07-14 17:26:16 UTC,null,null,null,null,null,null,null,null,null,704,389,null,null,null,null,null
samsung,Samsung,SM-T535,Galaxy Tab 4 10.1,ANDROID44,Android 4.4,pl,PL,1280,800,28283580416,12830601216,15452979200,1425141760,1184632832,240508928,0.43,1.0,Full,1427727280,null,null,260,6,,Play,2017-05-02 03:34:29 UTC,2017-05-02 05:00:04 UTC,7200,MOBILE,LTE,4G,260,6,18,1146910,PLAY,Play,null,null,null,null,null,null,53.0965555,19.96270828,66.0,94.0,null,Poland,null,null,u3qnn3bmug,2017-05-02 04:55:35 UTC,null,null,null,null,null,null,null,null,-106,155693,152848,-106,-9,142,null,null
HUAWEI,Huawei,WAS-LX1,null,ANDROID70,Android 7.0,pl,PL,1920,1080,55921065984,13101477888,42819588096,2920984576,1285423104,1635561472,0.13,0.9800000190734863,Unplugged,2437293,null,null,260,6,,Play,2017-09-21 05:51:39 UTC,2017-09-21 05:55:42 UTC,7200,MOBILE,LTE,4G,260,6,113,1366823,PLAY,Play,null,null,null,null,null,null,52.1888727,20.963799,null,72.0,null,Poland,Masovian,null,u3qbvh9q5z,2017-09-21 05:55:42 UTC,null,null,null,null,null,null,null,null,null,135864,576576,null,null,null,null,null
motorola,Motorola,XT1572,Moto X Style,ANDROID60,Android 6.0,fr,FR,2560,1440,57629605888,13264723968,44364881920,2651353088,2233769984,417583104,0.87,0.8700000047683716,Unplugged,170182358,null,null,208,10,,SFR,2017-07-12 13:07:14 UTC,2017-07-12 13:12:19 UTC,7200,MOBILE,LTE,4G,208,10,31894,138511616,F SFR,SFR,null,null,168,null,null,null,47.7012345,0.421326,null,20.0,null,France,Pays de la Loire,null,u02r3edzcd,2017-07-12 13:07:19 UTC,8514.122184713719,1048576,26098.889552238805,2097152,27.0,0.380098,0.0,null,-107,1162471,2288670,-107,-10,184,null,null
samsung,Samsung,GT-I9060I,Galaxy Grand Neo Plus,ANDROID44,Android 4.4,it,IT,800,480,5903306752,3096584192,2806722560,998244352,692588544,305655808,0.58,0.8500000238418579,Unplugged,56289485,11.131953239440918,77.15803527832031,222,1,,TIM,2017-09-12 09:48:51 UTC,2017-09-12 09:49:17 UTC,7200,MOBILE,UMTS,3G,222,1,61218,79831326,I TIM,TIM,null,null,null,null,null,null,45.468286672339104,9.125230845740429,172.63035392624522,48.0,null,Italy,Lombardy,Milan,u0n6xthzcq,2017-09-12 09:48:51 UTC,null,null,null,null,null,null,null,null,-93,60,0,null,null,null,null,null
samsung,Samsung,SM-G360F,Galaxy Core Prime,ANDROID44,Android 4.4,it,IT,800,480,13566193664,6283710464,7282483200,928088064,736706560,191381504,0.21,0.3400000035762787,Unplugged,23730045,null,null,222,99,,3,2017-07-05 23:47:27 UTC,2017-07-05 23:48:35 UTC,-25200,MOBILEROAMING,HSPAP,3G,222,88,36068,27060799,I WIND,Wind,null,null,null,null,null,null,43.58801392,10.47171406,40.0,50.0,null,Italy,Tuscany,Collesalvetti,spxryqcq8d,2017-07-05 23:47:35 UTC,null,null,null,null,58.0,0.219094,0.0,null,-91,3273,2299,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,it,IT,2220,1080,73771843584,13594402816,60177440768,3628126208,2721034240,907091968,0.11,0.7900000214576721,Unplugged,767138232,null,null,222,88,,Wind,2017-09-07 13:36:25 UTC,2017-09-07 13:38:00 UTC,7200,MOBILE,HSPAP,3G,222,88,33122,30095372,I WIND,Wind,0,null,null,null,null,null,41.9927718,12.4683328,null,1399.0,null,Italy,Lazio,Rome,sr2ygsx1th,2017-09-07 13:38:00 UTC,null,null,null,null,null,null,null,null,null,39467,23028,null,null,null,null,null
Sony,Sony,F5321,Xperia X Compact,ANDROID71,Android 7.1,en,US,1280,720,23385174016,11207061504,12178112512,2988183552,2110664704,877518848,0.14,0.5699999928474426,Unplugged,1901629683,null,null,247,1,LMT,LMT,2017-08-27 08:39:50 UTC,2017-08-27 08:39:50 UTC,10800,MOBILE,HSPA,3G,247,1,30310,40075950,LV LMT,LMT,10588,null,null,null,null,null,56.9560026,23.824037,null,1399.0,null,Latvia,Jūrmala,null,ud0un0s0u2,2017-08-27 08:39:50 UTC,null,null,null,null,null,null,null,null,null,116,104,null,null,null,null,null
LGE,LGE,LG-H850,G5,ANDROID70,Android 7.0,es,,2560,1440,57095356416,27572592640,29522763776,3978256384,3039870976,938385408,0.13,0.38999998569488525,Unplugged,92204284,null,null,214,3,Orange,Orange,2017-07-13 13:14:16 UTC,2017-07-13 13:48:58 UTC,7200,MOBILE,LTE,4G,214,3,16386,194565397,Orange,Orange,6200,null,351,null,null,null,42.8183146,-1.6258386,null,600.0,null,Spain,Navarra,Pamplona,ezwge4b4g0,2017-07-13 13:30:03 UTC,null,null,null,null,null,null,null,null,-89,32731,23243,-89,-10,84,null,null
samsung,Samsung,SM-T561,Galaxy Tab E,ANDROID44,Android 4.4,pl,PL,1280,800,5570109440,4527124480,1042984960,1525444608,1268903936,256540672,0.36,0.7900000214576721,Charging,29135176,1.5607869625091553,345.60894775390625,260,3,Orange,Orange,2017-08-11 22:09:50 UTC,2017-08-11 22:10:30 UTC,7200,MOBILE,UNKNOWN,UNKNOWN,260,3,null,null,Orange,Orange,null,null,null,null,null,null,50.07589010847659,22.490629758481216,104.36200823262735,128.0,null,Poland,Subcarpathian,null,u2zuzu11jw,2017-08-11 22:09:52 UTC,null,null,null,null,47.0,1.203035,0.0,null,-85,712,580,null,null,null,null,null
samsung,Samsung,SM-A500FU,Galaxy A5,ANDROID44,Android 4.4,es,ES,1280,720,28008124416,21898608640,6109515776,1991172096,1550180352,440991744,0.65,0.41999998688697815,Unplugged,105125707,null,null,214,3,Orange,Orange,2017-09-11 18:12:09 UTC,2017-09-11 18:12:11 UTC,7200,MOBILE,LTE,4G,214,3,18307,218985483,Orange,Orange,null,null,null,null,null,null,38.3428339,-0.5044006,null,20.488000869750977,null,Spain,Valenciana,Alicante,eyzdhs0enw,2017-09-11 18:12:11 UTC,null,null,null,null,null,null,null,null,null,156,2966,null,null,null,null,null
OnePlus,OnePlus,ONE A2003,2,ANDROID60,Android 6.0,sv,SE,1920,1080,57986539520,26549477376,31437062144,3887656960,2848608256,1039048704,0.49,0.8299999833106995,Unplugged,366568279,5.130000114440918,1.0,240,2,hallon,3,2017-08-31 13:34:07 UTC,2017-08-31 13:34:13 UTC,7200,MOBILE,HSPAP,3G,240,4,1091,72735842,hallon,SWEDEN,null,null,null,null,null,null,56.10737531,14.16969893,65.0,8.0,null,Sweden,Skåne,null,u3fp4qn11u,2017-08-31 13:34:13 UTC,null,null,null,null,null,null,null,null,null,63517,465453,null,null,null,null,null
DOOGEE,DOOGEE,X5max_PRO,X5max_PRO,ANDROID60,Android 6.0,hr,HR,1280,720,44036743168,35166679040,8870064128,2022031360,1332289536,689741824,0.5,0.3199999928474426,NotCharging,16336768,null,null,219,1,tomato,T-Mobile,2017-08-12 18:46:33 UTC,2017-08-12 18:47:39 UTC,7200,MOBILE,UNKNOWN,UNKNOWN,219,1,4200,128012036,tomato,T-Mobile,null,null,null,null,null,null,44.1249767,15.6083167,103.0,4.0,null,Croatia,Zadarska,null,srg550tws5,2017-08-12 18:47:39 UTC,null,null,null,null,null,null,null,null,null,206483,583563,null,null,null,null,null
Xiaomi,Xiaomi,Redmi Note 4,Redmi Note 4G,ANDROID60,Android 6.0,ru,RU,1920,1080,26280763392,20678238208,5602525184,2850451456,2089177088,761274368,0.36,0.1899999976158142,NotCharging,17960343,null,null,255,3,MTS UKR,Kyivstar,2017-09-01 14:30:46 UTC,2017-09-01 14:31:15 UTC,10800,MOBILE,UNKNOWN,UNKNOWN,255,1,18865,122739915,MTS UKR,Vodafone,null,null,null,null,null,null,50.6079575,32.3899546,null,2748.0,null,Ukraine,Chernihiv,null,u8zpchcssx,2017-09-01 14:31:15 UTC,null,null,null,null,null,null,null,null,null,1805,1757,null,null,null,null,null
Sony,Sony,D5803,Xperia Z3,ANDROID60,Android 6.0,en,GB,1280,720,44329205760,14377553920,29951651840,1860255744,1392099328,468156416,0.3,0.4399999976158142,Unplugged,1951328505,null,null,234,10,giffgaff,O2,2017-08-26 09:55:13 UTC,2017-08-26 09:55:28 UTC,3600,MOBILE,HSPA,3G,234,10,21717,47020368,O2 - UK,O2,null,null,null,null,null,null,55.836845,-3.9626593,null,1200.0,null,United Kingdom,Scotland,North Lanarkshire,gcvjtuf3pq,2017-08-26 09:55:28 UTC,null,null,null,null,null,null,null,null,null,59,0,null,null,null,null,null
samsung,Samsung,SM-A300FU,Galaxy A3,ANDROID60,Android 6.0,en,GB,960,540,44458590208,32908537856,11550052352,1451646976,1092354048,359292928,0.27,1.0,Full,257895141,null,null,234,10,,O2,2017-08-07 04:38:46 UTC,2017-08-07 04:40:12 UTC,3600,MOBILE,LTE,4G,234,10,34784,129530242,O2 - UK,O2,null,null,71,null,null,null,53.7637661,-0.2744515,null,50.0,null,United Kingdom,England,null,gcxccg2hsu,2017-08-07 04:38:49 UTC,null,null,null,null,19.0,2.830086,0.0,null,-103,580,580,-103,-9,66,null,7
Huawei,Huawei,Nexus 6P,Nexus 6P,ANDROID71,Android 7.1,de,DE,2560,1440,57631641600,15245447168,42386194432,2935287808,2437881856,497405952,0.17,0.6399999856948853,Unplugged,352022255,null,null,262,7,,O2,2017-07-31 20:55:34 UTC,2017-07-31 20:57:02 UTC,7200,MOBILE,HSPA,3G,262,3,34605,21348799,o2 - de,E-Plus,10663,null,null,null,null,null,51.1706672,6.4066428,null,1100.0,null,Germany,North Rhine-Westphalia,Mönchengladbach,u1he1g34tx,2017-07-31 20:55:34 UTC,null,null,null,null,null,null,null,null,-105,65,0,null,null,null,null,null
samsung,Samsung,SM-G925F,Galaxy S6 Edge,ANDROID70,Android 7.0,es,ES,2560,1440,27042828288,7353528320,19689299968,2812567552,2004791296,807776256,0.01,0.5600000023841858,Unplugged,35952110,null,null,214,7,,Movistar,2017-08-28 16:59:09 UTC,2017-08-28 16:59:16 UTC,7200,MOBILE,LTE,4G,214,7,33130,84503070,Movistar,Movistar,0,null,356,null,null,null,43.1844509,-5.8042379,null,2000.0,null,Spain,Asturias,null,ezevevmrxm,2017-08-28 16:59:09 UTC,null,null,null,null,null,null,null,null,-97,0,0,-97,-5,190,15,3
bq,BQ,Aquaris M5.5,Aquaris M5.5,ANDROID60,Android 6.0,es,ES,1920,1080,28918460416,12589912064,16328548352,2004426752,1292414976,712011776,0.51,0.9100000262260437,Unplugged,115076723,null,null,214,7,Movistar,Movistar,2017-08-06 18:04:38 UTC,2017-08-06 18:04:41 UTC,7200,MOBILE,HSPAP,3G,214,7,2660,14835248,Movistar,Movistar,null,null,null,null,null,null,42.4565418,-2.4507147,null,116.0,null,Spain,La Rioja,Logroño,ezw380zrq1,2017-08-06 18:04:38 UTC,null,null,null,null,null,null,null,null,-77,2851,5649,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,de,CH,2220,1080,57960366080,8354525184,49605840896,3628126208,2526928896,1101197312,0.17,0.7099999785423279,Unplugged,52732601,null,null,228,1,Swisscom,Swisscom,2017-08-20 07:05:20 UTC,2017-08-20 07:06:01 UTC,7200,MOBILE,LTE,4G,228,1,404,16920066,Swisscom,Swisscom,0,null,94,null,null,null,47.547684,7.5910202,null,899.0,null,Switzerland,Basel-Stadt,null,u0mqkxz97d,2017-08-20 07:06:01 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,fi,FI,1920,1080,121566081024,13945470976,107620610048,6019260416,3210670080,2808590336,0.19,1.0,Full,542402294,null,null,244,91,Telia FI,Sonera,2017-08-08 23:42:32 UTC,2017-08-08 23:42:37 UTC,10800,MOBILE,HSPAP,3G,244,12,5012,7116379,Telia FI,DNA,2963,null,null,null,null,null,60.9994155,25.4954345,173.0,7.0,null,Finland,Paijanne Tavastia,null,udf5h0t5qe,2017-08-08 23:42:32 UTC,null,null,null,null,27.0,1.97346,0.0,null,-97,580,580,null,null,null,null,null
LENOVO,Lenovo,Lenovo B8080-H,B8080-H,ANDROID44,Android 4.4,bg,BG,1920,1200,12713594880,6566965248,6146629632,1988116480,1282379776,705736704,0.64,0.2199999988079071,Unplugged,86203184,0.7615773677825928,32.900001525878906,284,5,BG GLOBUL,Telenor,2017-05-06 17:46:53 UTC,2017-05-06 17:47:54 UTC,10800,MOBILE,HSPAP,3G,284,5,699,1491049,BG GLOBUL,Telenor,null,null,null,null,null,null,42.90484909,25.85949298,475.0,24.0,null,Bulgaria,null,null,sxdkh6w6cg,2017-05-06 17:47:54 UTC,null,null,null,null,null,null,null,null,null,64837,170228,null,null,null,null,null
samsung,Samsung,GT-N5100,Galaxy Note 8.0,ANDROID44,Android 4.4,nb,NO,1280,800,10601676800,6734360576,3867316224,1914392576,1207676928,706715648,0.31,0.27000001072883606,Unplugged,14274533,5.453972816467285,133.52500915527344,242,1,TELENOR,Telenor,2017-09-06 11:19:41 UTC,2017-09-06 11:20:30 UTC,7200,MOBILE,HSDPA,3G,242,1,21501,14142280,N Telenor,Telenor,null,null,null,null,null,null,58.87390361357718,5.724149581147427,65.26771541221365,12.0,null,Norway,Rogaland,null,u4knfm8jq7,2017-09-06 11:20:30 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,GT-I9301I,Galaxy S3 Neo,ANDROID44,Android 4.4,de,AT,1280,720,12549959680,8054886400,4495073280,1444188160,1156063232,288124928,0.38,0.8399999737739563,Unplugged,147704833,5.006246089935303,28.200000762939453,232,3,,T-Mobile,2017-07-22 18:21:13 UTC,2017-07-22 18:22:07 UTC,7200,MOBILE,HSPAP,3G,232,3,59488,2207552,T-Mobile A,T-Mobile,null,null,null,null,null,null,48.21152108,14.2797094,300.0,17.0,null,Austria,Upper Austria,Ansfelden,u2d4kbwhmq,2017-07-22 18:21:18 UTC,null,null,null,null,30.0,0.834344,0.0,null,-65,1000,1369,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,cs,,1920,1080,56548483072,17497698304,39050784768,6019280896,3091931136,2927349760,0.7,0.8799999952316284,Charging,1087027879,null,null,230,1,T-Mobile CZ,T-Mobile,2017-07-13 09:51:26 UTC,2017-07-13 09:51:31 UTC,7200,MOBILEROAMING,LTE,4G,231,2,7,354899,Telekom SK,null,6200,null,23,null,null,null,48.5686142,17.0128597,null,800.0,null,Slovakia,null,null,u2sh71sksm,2017-07-13 09:51:26 UTC,null,null,null,null,48.0,0.237539,0.0,null,-92,807,813,-92,-13,78,null,5
samsung,Samsung,SM-G928F,Galaxy S6 Edge+,ANDROID70,Android 7.0,de,DE,1920,1080,26830192640,10487078912,16343113728,3842269184,2262773760,1579495424,0.25,0.6000000238418579,Unplugged,706634065,null,null,262,1,Telekom.de,Telekom,2017-08-15 13:57:02 UTC,2017-08-15 13:57:07 UTC,7200,MOBILE,EDGE,3G,262,1,14340,48067,Telekom.de,Telekom,0,0,null,null,null,null,51.4357258,6.9320294,null,899.0,null,Germany,North Rhine-Westphalia,Mülheim,u1hutexdzf,2017-08-15 13:57:07 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-N910F,Galaxy Note 4,ANDROID60,Android 6.0,de,DE,2560,1440,58161225728,23465660416,34695565312,2913615872,2461585408,452030464,0.89,0.4399999976158142,Unplugged,603346441,null,null,262,1,Telekom.de,Telekom,2017-08-26 17:18:14 UTC,2017-08-26 17:18:20 UTC,7200,MOBILE,LTE,4G,262,1,22509,27008257,Telekom.de,Telekom,null,null,87,null,null,null,49.4585289,10.9901785,null,92.0,null,Germany,Bavaria,Fürth,u0zc65ducd,2017-08-26 17:18:20 UTC,null,null,null,null,null,null,null,null,null,87512,240100,null,null,null,null,null
OUKITEL,OUKITEL,U15 Pro,null,ANDROID60,Android 6.0,it,IT,1280,720,42941865984,26523680768,16418185216,3075624960,2169495552,906129408,0.01,1.0,Full,294952702,null,null,222,88,I WIND,Wind,2017-09-06 01:19:55 UTC,2017-09-06 04:48:59 UTC,7200,MOBILEROAMING,HSPAP,3G,219,1,1000,2946279,T-Mobile HR,T-Mobile,null,null,null,null,null,null,45.8043562,15.9407473,null,20.0,null,Croatia,Grad Zagreb,null,u25kddrtwq,2017-09-06 01:19:55 UTC,null,null,null,null,null,null,null,null,-19,112897,97947,null,null,null,null,null
General Mobile,General Mobile,General Mobile 4G,4G,ANDROID71,Android 7.1,tr,TR,1280,720,28596236288,24637341696,3958894592,1998131200,1476710400,521420800,0.38,1.0,Full,710389696,null,null,286,3,Turk Telekom,Turk Telekom,2017-08-18 14:12:25 UTC,2017-08-18 14:12:26 UTC,10800,MOBILE,HSPAP,3G,286,3,43503,null,TEKNOSACELL,Turk Telekom,null,null,null,null,null,null,38.2263622,27.9623575,null,26.0,null,Turkey,Izmir,Ödemiş,swgckqcsdn,2017-08-18 14:12:26 UTC,null,null,null,null,null,null,null,null,null,1880,247,null,null,null,null,null
HTC,HTC,HTC One,One,ANDROID50,Android 5.0,ru,RU,1920,1080,27479240704,20900777984,6578462720,1907777536,1185939456,721838080,0.8,0.9300000071525574,NotCharging,88263301,null,null,255,3,KYIVSTAR,Kyivstar,2017-07-30 04:44:55 UTC,2017-07-30 04:57:08 UTC,10800,MOBILE,EDGE,3G,255,3,57134,4391,UA-KYIVSTAR,Kyivstar,null,null,null,null,null,null,49.8372943,35.3026966,null,2257.0,null,Ukraine,Kharkiv,null,ubc5e2dek3,2017-07-30 04:57:08 UTC,null,null,null,null,null,null,null,null,null,66465,19056,null,null,null,null,null
Sony,Sony,F3111,Xperia XA,ANDROID60,Android 6.0,tr,null,1280,720,3518230528,3479347200,38883328,1930731520,1226924032,703807488,0.89,0.800000011920929,NotCharging,236673016,null,null,null,null,null,null,2017-05-28 15:11:26 UTC,2017-05-28 15:11:35 UTC,10800,MOBILE,HSPA,3G,286,2,33502,65684804,VODAFONE TR,Vodafone,null,null,null,null,null,null,38.4731315,27.1284974,null,1000.0,null,Turkey,Izmir,Bayraklı,swg6c7f65z,2017-05-28 15:11:35 UTC,null,null,null,null,null,null,null,null,null,83667,275451,-108,-13,null,null,null
Casper,Casper,Casper_VIA_V6X,VIA V6X,ANDROID44,Android 4.4,tr,null,1280,720,14651723776,7065210880,7586512896,2015408128,1564073984,451334144,0.09,0.6499999761581421,Unplugged,1994563465,null,null,null,null,null,null,2017-04-20 07:51:40 UTC,2017-04-20 08:23:54 UTC,10800,MOBILE,HSPAP,3G,286,2,37265,69803597,VODAFONE TR,Vodafone,null,null,null,null,null,null,37.8847186,41.1668862,null,82.5,null,Turkey,Batman,Batman Merkez,sytr8b8y3z,2017-04-20 08:23:54 UTC,null,null,null,null,null,null,null,null,-101,174507,261457,null,null,null,null,null
General Mobile,General Mobile,General Mobile 4G,4G,ANDROID71,Android 7.1,tr,null,1280,720,1585299456,1351065600,234233856,1998135296,1536352256,461783040,0.99,0.28999999165534973,Unplugged,165172643,null,121.30000305175781,null,null,null,null,2017-06-13 18:46:55 UTC,2017-06-13 18:47:01 UTC,10800,MOBILE,LTE,4G,286,2,41610,13430029,VODAFONE TR,Vodafone,null,null,452,null,null,null,40.19391132,29.04115976,56.0,192.0,null,Turkey,Bursa,Osmangazi,sxhssv54s0,2017-06-13 18:47:01 UTC,null,null,null,null,null,null,null,null,null,2048,2469,null,null,null,null,null
LENOVO,Lenovo,Lenovo Z90a40,Z2 Plus,ANDROID60,Android 6.0,cs,CZ,1920,1080,59158077440,55719309312,3438768128,3013574656,2397925376,615649280,0.54,0.47999998927116394,Unplugged,304257471,45.43000030517578,125.0,230,2,Vodafone CZ,O2,2017-08-17 06:06:38 UTC,2017-08-17 06:06:41 UTC,7200,MOBILE,UNKNOWN,UNKNOWN,230,2,1614,18108675,Vodafone CZ,O2,null,null,null,null,null,null,49.8681803,16.6374435,400.0,10.0,null,Czech Republic,Pardubický,null,u2ggdw5p0w,2017-08-17 06:06:41 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-G930F,Galaxy S7,ANDROID70,Android 7.0,de,DE,1920,1080,90631634944,35632918528,54998716416,3705475072,2070847488,1634627584,0.47,0.3799999952316284,Unplugged,22570488,null,null,262,2,,Vodafone,2017-08-10 14:56:34 UTC,2017-08-10 14:56:45 UTC,7200,MOBILE,LTE,4G,262,2,42511,6369539,Vodafone.de,Vodafone,0,null,305,null,null,null,52.0991382,9.4133519,null,2500.0,null,Germany,Lower Saxony,Hamelin,u1q8qhqe6z,2017-08-10 14:56:45 UTC,null,null,null,null,null,null,null,null,null,8871,0,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,de,DE,1920,1080,90435788800,46691594240,43744194560,3705470976,2406846464,1298624512,0.24,0.4300000071525574,Unplugged,993984887,null,null,262,2,,Vodafone,2017-09-14 04:07:32 UTC,2017-09-14 04:07:50 UTC,7200,MOBILE,LTE,4G,262,2,42413,5776906,Vodafone.de,Vodafone,0,null,469,null,null,null,53.6203733,9.9141214,null,135.0,null,Germany,Hamburg,Hamburg,u1x11971rf,2017-09-14 04:07:50 UTC,null,null,null,null,null,null,null,null,null,2602,3347,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,de,DE,2220,1080,88856133632,38112501760,50743631872,3623976960,2654248960,969728000,0.15,0.9399999976158142,Unplugged,2434082825,null,null,262,2,,Vodafone,2017-07-16 09:53:38 UTC,2017-07-16 09:54:27 UTC,7200,MOBILE,LTE,4G,262,2,42438,5157634,Vodafone.de,Vodafone,0,null,60,null,null,null,53.2515108,8.1745152,null,2200.0,null,Germany,Lower Saxony,Rastede,u1myfn0s81,2017-07-16 09:54:27 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,GT-I9301I,Galaxy S3 Neo,ANDROID44,Android 4.4,es,ES,1280,720,28064690176,12199432192,15865257984,1444184064,1066377216,377806848,0.27,0.46000000834465027,Unplugged,3037897925,null,null,214,1,,Vodafone,2017-06-09 18:18:41 UTC,2017-06-09 18:29:56 UTC,7200,MOBILE,HSPA,3G,214,1,21031,14762704,vodafone ES,Vodafone,null,null,null,null,null,null,41.7742342,2.7010274,null,1799.9990234375,null,Spain,Catalonia,null,sp3vtkybd9,2017-06-09 18:18:41 UTC,null,null,null,null,null,null,null,null,-87,0,0,null,null,null,null,null
Huawei,Huawei,Nexus 6P,Nexus 6P,ANDROID71,Android 7.1,en,GB,2560,1440,119183142912,53045948416,66137194496,2935287808,2225209344,710078464,0.05,1.0,Charging,73876084,8.770963668823242,175.6999969482422,234,15,,Vodafone,2017-09-26 17:00:03 UTC,2017-09-26 17:00:20 UTC,3600,MOBILE,LTE,4G,234,15,57374,40478,vodafone UK,Vodafone,6300,null,472,null,null,null,52.50827505,-1.79442259,125.0,55.0,null,United Kingdom,England,Solihull,gcqdxnv6fg,2017-09-26 17:00:20 UTC,null,null,null,null,null,null,null,null,null,5564,12187,null,null,null,null,null
samsung,Samsung,SM-G950F,null,ANDROID70,Android 7.0,en,GB,2220,1080,120807817216,71672160256,49135656960,3630510080,2213941248,1416568832,0.2,0.75,Unplugged,212578211,null,null,234,15,,Vodafone,2017-08-17 06:34:00 UTC,2017-08-17 06:34:41 UTC,3600,MOBILE,LTE,4G,234,15,57361,1132558,vodafone UK,Vodafone,0,null,192,null,null,null,53.4223414,-2.3179326,null,500.0,null,United Kingdom,England,null,gcqrgm0psq,2017-08-17 06:34:22 UTC,null,null,null,null,null,null,null,null,-111,0,0,-111,-6,100,2,6
samsung,Samsung,SM-A300FU,Galaxy A3,ANDROID60,Android 6.0,de,DE,960,540,27986644992,8997851136,18988793856,1451589632,1090396160,361193472,0.04,0.949999988079071,Unplugged,2188408332,null,null,262,3,MEDIONmobile,E-Plus,2017-08-03 06:10:37 UTC,2017-08-03 06:11:20 UTC,7200,MOBILE,LTE,4G,262,3,32532,13282330,MEDIONmobile,E-Plus,null,null,190,null,null,null,51.8080314,6.9281426,null,19.0,null,Germany,North Rhine-Westphalia,null,u1hytxkgtm,2017-08-03 06:10:37 UTC,null,null,null,null,null,null,null,null,-98,0,0,-98,-7,260,null,11
LGE,LGE,LG-H788TR,AKA,ANDROID44,Android 4.4,tr,TR,1280,720,11703996416,10055065600,1648930816,1435586560,1128931328,306655232,0.52,0.7400000095367432,Unplugged,639552001,null,null,286,3,Turk Telekom,Turk Telekom,2017-05-31 14:43:12 UTC,2017-05-31 14:43:40 UTC,10800,MOBILE,HSPA,3G,286,3,43803,21508591,Turk Telekom,Turk Telekom,null,null,null,null,null,null,38.6988519,35.5525762,null,24.10099983215332,null,Turkey,Kayseri,Talas,syck1hbt5h,2017-05-31 14:43:40 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
alps,ALPS,X9,X9,ANDROID44,Android 4.4,tr,null,1280,720,15098732544,9610952704,5487779840,2065022976,1133632832,931390144,0.54,0.25999999046325684,NotCharging,389878006,null,null,null,null,null,null,2017-05-11 19:03:29 UTC,2017-05-12 01:33:48 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,34:31:c4:50:8c:fd,FRITZ!Box 6360 Cable,null,51.2202354,7.6381371,null,19.61400032043457,null,Germany,North Rhine-Westphalia,Lüdenscheid,u1j7mu3gmr,2017-05-11 21:03:34 UTC,null,null,null,null,17.0,0.196184,0.0,135,-41,244961,551393,null,null,255,null,null
