main_ConnectionType,main_ConnectionTechnology,main_ServiceProvider,main_ConnectionStart,main_ConnectionEnd,main_CID,main_LAC,main_BSSID,main_MCC,main_MNC,main_Timezone,main_PCI,main_MobileChannel,main_WifiFrequency,main_BSIC,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_ScreenResolution_Width,main_Device_ScreenResolution_Height,main_Device_Memory,main_Device_Storage,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_UploadThroughput,main_QOS_DownloadThroughput,main_QOS_Latency_Average,main_QOS_LinkSpeed,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_Location_Altitude,main_QOS_Location_HorizontalAccuracy,main_QOS_Location_VerticalAccuracy,main_QOS_Jitter_Average,main_QOS_PacketLoss_LostPercentage,main_QOS_Velocity_Speed,main_QOS_Velocity_Bearing,main_QOS_DeviceFreeMemory,main_QOS_DeviceCPU,main_QOS_DeviceBatteryLevel,main_QOS_DeviceBatteryState,main_QOS_DeviceFreeStorage,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_QOS_RSRP,main_QOS_RSRQ,main_QOS_RSSNR,main_QOS_CQI,main_QOS_TA,main_QOS_SystemUptime,main_QOS_DeviceUsedStorage,main_QOS_DeviceUsedMemory,main_Country,main_Region,main_City,main_Geohash,conn_Generation_Category,sp_ServiceProviderBrandName
MOBILE,EVDOA,Roaming Indicator Off,2017-06-13 21:31:08 UTC,2017-06-13 21:31:13 UTC,13650,4,null,null,1015,-14400,null,null,null,null,TCL,A462C,ANDROID44,800,480,675700736,7586078720,en,2017-06-13 21:31:08 UTC,null,null,null,null,-87,33.4829427,-82.0016787,21.0,19.0,null,null,null,null,null,125612032,0.4,0.1899999976158142,Unplugged,2866446336,54224,104340,null,null,null,null,null,73936494,4719632384,550088704,United States,Georgia,null,djvwqp2hq2,3G,null
MOBILE,LTE,Verizon Wireless,2017-07-23 06:38:56 UTC,2017-07-23 06:40:03 UTC,13187,54,null,null,4,-25200,43,null,null,null,HTC,HTC6525LVW,ANDROID60,1920,1080,1911963648,28114432000,en,2017-07-23 06:40:03 UTC,null,null,null,null,null,33.1218457,-117.1037478,null,1626.0,null,null,null,null,null,606150656,0.98,0.30000001192092896,Charging,7394459648,5300,13110,null,null,null,null,null,183661666,20719972352,1305812992,United States,California,Escondido,9musrjxssz,4G,null
MOBILE,LTE,,2017-07-14 23:30:34 UTC,2017-07-14 23:56:55 UTC,11459,69,null,null,528,-18000,123,null,null,null,LGE,LGL52VL,ANDROID51,854,480,953765888,8444125184,en,2017-07-14 23:56:55 UTC,null,null,null,null,null,43.5156509,-96.7945684,null,17.0,null,null,null,null,null,325398528,0.02,0.5699999928474426,Charging,3247935488,72699,223606,null,null,null,null,null,9958893,5196189696,628367360,United States,South Dakota,Sioux Falls,9zept3u351,4G,null
UNKNOWN,UNKNOWN,null,2017-07-30 13:41:50 UTC,2017-07-30 13:41:51 UTC,598,5,null,null,65,-14400,385,null,null,null,samsung,SCH-I545,ANDROID50,1920,1080,1895067648,26377322496,en,2017-07-30 13:41:51 UTC,null,null,null,null,null,38.2587113,-85.4467243,null,21.0,null,null,null,null,null,408449024,0.99,0.9300000071525574,Unplugged,16337330176,7090,9970,null,null,null,null,null,654126113,10039992320,1486618624,United States,Kentucky,Louisville,dng1xsg95h,UNKNOWN,null
MOBILE,EVDOA,,2017-07-16 21:24:36 UTC,2017-07-16 22:14:02 UTC,12548,5,null,null,28,-14400,null,null,null,null,LGE,LGL41C,ANDROID44,800,480,964886528,7394275328,en,2017-07-16 22:14:02 UTC,null,null,null,null,null,45.14097957,-70.43800003,340.0,14.0,null,null,null,10.0,45.5,193855488,0.82,0.3700000047683716,Unplugged,1177632768,912,312,null,null,null,null,null,99489694,6216642560,771031040,United States,Maine,null,f2jbv1st78,3G,null
MOBILE,EHRPD,Chameleon,2017-07-21 19:26:04 UTC,2017-07-21 19:26:19 UTC,56762,303,null,null,4159,-18000,null,null,null,null,kyocera,C6730,ANDROID44,960,540,1427030016,5820022784,en,2017-07-21 19:26:19 UTC,null,null,null,null,null,31.30654568,-87.20783997,69.0,16.0,null,null,null,null,null,450301952,0.19,0.41999998688697815,Unplugged,897667072,208,398,null,null,null,null,null,78404784,4922355712,976728064,United States,Alabama,null,dj9fpe1jy5,3G,null
MOBILE,LTE,Verizon Wireless,2017-05-30 11:27:37 UTC,2017-05-30 11:28:27 UTC,376,2,null,null,4154,-18000,null,null,null,null,motorola,XT1575,ANDROID60,2560,1440,2651353088,25830490112,en,2017-05-30 11:28:27 UTC,null,null,null,null,null,43.035297989845276,-87.98364400863647,153.0,579.0,null,null,null,null,null,454352896,0.25,0.6200000047683716,Charging,7990738944,24917,24248,null,null,null,null,null,234686151,17839751168,2197000192,United States,Wisconsin,Milwaukee,dp9kvfk6b9,4G,null
MOBILE,LTE,U.S. Cellular,2017-07-14 16:13:52 UTC,2017-07-14 16:50:39 UTC,26019,10,null,null,195,-18000,204,null,null,null,samsung,SM-G920R4,ANDROID70,2560,1440,2806812672,27142651904,en,2017-07-14 16:50:39 UTC,null,null,null,null,null,42.9649215,-91.8137033,null,1200.0,null,null,null,null,null,524652544,0.0,0.7900000214576721,Unplugged,18560086016,14118,38793,null,null,null,null,null,21596241,8582565888,2282160128,United States,Iowa,null,9zwsqtx2c9,4G,null
MOBILE,LTE,Verizon Wireless,2017-05-19 19:17:54 UTC,2017-05-19 19:19:26 UTC,979,1,null,null,48,-25200,380,null,null,null,kyocera,E6782,ANDROID44,1280,720,1959186432,12424204288,en,2017-05-19 19:17:54 UTC,null,null,null,null,-72,33.41294922,-110.83800755,987.0,9.0,null,null,null,null,null,358359040,0.51,0.6800000071525574,Unplugged,2811342848,3084,40960,-103,-14,2,null,null,68441055,9612861440,1600827392,United States,Arizona,null,9tcnjfdhx1,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-24 21:47:22 UTC,2017-07-24 21:47:40 UTC,884,2,null,null,59,-18000,326,null,null,null,LGE,VS995,ANDROID70,2560,1440,3965775872,54509711360,en,2017-07-24 21:47:23 UTC,null,null,44.0,null,-78,39.0468853,-94.4374742,277.0,6.0,null,0.569307,0.0,25.3700008392334,93.0,823578624,0.53,0.18000000715255737,Charging,26425417728,3179,10300,-110,-15,12,null,null,937452168,28084293632,3142197248,United States,Missouri,Independence,9yuy5h28x6,4G,null
MOBILE,LTE,Sprint,2017-06-25 22:04:01 UTC,2017-06-25 22:04:15 UTC,34576,221,null,null,4126,-14400,null,null,null,null,LGE,LG-LS995,ANDROID44,1280,720,1946132480,25896787968,en,2017-06-25 22:04:01 UTC,null,null,null,null,null,41.02429867,-83.666858,186.0,13.0,null,null,null,18.5,273.3999938964844,569827328,0.61,0.4300000071525574,Unplugged,9347235840,405,0,null,null,null,null,null,295989099,16549552128,1376305152,United States,Ohio,Findlay,dpk92h5xug,4G,null
MOBILE,EVDOA,Sprint,2017-07-25 00:28:26 UTC,2017-07-25 00:28:29 UTC,481,6,null,null,4145,-25200,null,null,null,null,samsung,SM-N900P,ANDROID50,1920,1080,2971459584,35856052224,en,2017-07-25 00:28:29 UTC,null,null,null,null,null,36.2032373,-115.0514297,null,24.0,null,null,null,null,null,559542272,0.64,0.5600000023841858,Unplugged,28031791104,34076,813511,null,null,null,null,null,1388318129,7824261120,2411917312,United States,Nevada,Sunrise Manor,9qqjvyw55k,3G,null
MOBILE,LTE,,2017-07-16 23:05:38 UTC,2017-07-16 23:05:44 UTC,885,3,null,null,4152,-14400,null,null,null,null,samsung,SM-G930U,ANDROID70,1920,1080,3583090688,58055593984,en,2017-07-16 23:05:39 UTC,null,null,63.0,null,-86,26.4791085,-80.0869608,null,1861.0,null,0.467517,0.0,null,null,1298395136,0.22,0.5799999833106995,Charging,53485764608,580,580,-106,-3,-2,null,null,91766492,4569829376,2284695552,United States,Florida,Delray Beach,dhxn9s67yx,4G,null
MOBILE,EVDOA,Assurance Wireless,2017-05-18 00:46:42 UTC,2017-05-18 00:47:01 UTC,43003,305,null,null,22417,-14400,null,null,null,null,ZTE,N817,ANDROID44,800,480,425197568,1830232064,en,2017-05-18 00:47:01 UTC,null,null,null,null,null,25.982804644809743,-80.26082546474653,-10.461810111999512,1055.584228515625,null,null,null,null,null,96092160,0.51,1.0,Full,157069312,304,1501,null,null,null,null,null,109833425,1673162752,329105408,United States,Florida,Miramar,dhwgvd5bg1,3G,null
MOBILE,EVDOA,Sprint,2017-07-29 10:58:07 UTC,2017-07-29 13:48:00 UTC,38787,235,null,null,4121,-21600,null,null,null,null,LGE,LGLS990,ANDROID50,2560,1440,2999250944,26506158080,en,2017-07-29 11:52:19 UTC,null,null,null,null,-72,39.8042409,-105.1139841,null,20.0,null,null,null,null,null,433012736,0.38,1.0,Full,16205697024,90651,100357,null,null,null,null,null,378491852,10300461056,2566238208,United States,Colorado,null,9xj62n4kd8,3G,null
UNKNOWN,UNKNOWN,null,2017-07-16 01:12:26 UTC,2017-07-16 01:21:32 UTC,232449,4,null,310,110,36000,364,0,null,null,samsung,SM-G930U,ANDROID70,1920,1080,3583090688,26057248768,en,2017-07-16 01:21:32 UTC,null,null,null,null,null,15.1687692,145.7118286,null,2900.0,null,null,null,null,null,1317199872,0.45,0.9100000262260437,Unplugged,16017268736,0,0,null,null,null,null,null,564586212,10039980032,2265890816,United States,null,null,x4xw7c2h7x,UNKNOWN,IT&E Wireless
MOBILE,HSPAP,AT&T,2017-06-16 19:10:18 UTC,2017-06-16 19:11:03 UTC,196704319,341,null,310,320,-25200,null,null,null,null,samsung,SM-G530H,ANDROID44,960,540,927113216,5501132800,en,2017-06-16 19:10:20 UTC,null,null,null,null,-85,35.0418967,-110.74174394,1486.0,3.0,null,null,null,null,null,199450624,0.27,0.3100000023841858,Unplugged,1525125120,44652,26173,null,null,null,null,null,7194878,3976007680,727662592,United States,Arizona,null,9w1r250mf6,3G,Cellular One
MOBILEROAMING,LTE,Home,2017-07-24 18:01:46 UTC,2017-07-24 18:01:52 UTC,32963,124,null,null,4384,-18000,56,null,null,null,samsung,SM-N920R7,ANDROID70,1920,1080,3840643072,26618396672,en,2017-07-24 18:01:52 UTC,null,null,null,null,null,39.8234229,-89.7389633,150.0,4.0,null,null,null,8.640000343322754,286.0,1483210752,0.38,0.5299999713897705,Charging,8568938496,20695,41979,null,null,null,null,null,66663272,18049458176,2357432320,United States,Illinois,null,dp04tcwh68,4G,null
MOBILE,LTE,Verizon Wireless,2017-05-16 20:06:09 UTC,2017-05-16 20:06:12 UTC,853,8,null,null,8,-14400,null,null,null,null,motorola,XT1565,ANDROID60,1920,1080,2007089152,11813126144,en,2017-05-16 20:06:12 UTC,null,null,null,null,null,38.56273152,-75.55788767,19.0,105.0,null,null,null,null,null,453505024,0.45,0.7799999713897705,Unplugged,815181824,0,0,null,null,null,null,null,238695834,10997944320,1553584128,United States,Delaware,null,dqf72shkjw,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-22 19:06:07 UTC,2017-07-22 19:06:23 UTC,9411,1,null,null,1015,-14400,314,null,null,null,samsung,SCH-I545,ANDROID50,1920,1080,1895067648,18393989120,en,2017-07-22 19:06:23 UTC,null,null,null,null,null,31.8687669,-81.333839,-28.0,11.0,null,null,null,34.0,22.0,447373312,0.72,0.05000000074505806,Unplugged,7387561984,281,0,null,null,null,null,null,1276981,11006427136,1447694336,United States,Georgia,null,djwjm1w900,4G,null
MOBILE,UNKNOWN,Verizon Wireless,2017-07-30 12:52:57 UTC,2017-07-30 12:52:58 UTC,null,3,null,null,170,-14400,null,null,null,null,LGE,VS995,ANDROID70,2560,1440,3965812736,86412111872,en,2017-07-30 12:52:58 UTC,null,null,null,null,null,37.3409579,-76.7357151,null,23.0,null,null,null,null,null,760844288,0.78,0.9900000095367432,Unplugged,71114805248,0,0,null,null,null,null,null,226409160,15297306624,3204968448,United States,Virginia,null,dq9kmvdyb5,UNKNOWN,null
MOBILE,ONEXRTT,Chameleon,2017-05-20 00:04:23 UTC,2017-05-20 00:04:25 UTC,8459,68,null,null,22438,-14400,null,null,null,null,zte,N9130,ANDROID44,854,480,927350784,4420440064,en,2017-05-20 00:04:25 UTC,null,null,null,null,null,32.7911845,-80.0165624,null,52.400001525878906,null,null,null,null,null,162394112,0.71,0.029999999329447746,Unplugged,488235008,0,0,null,null,null,null,null,17157807,3932205056,764956672,United States,South Carolina,Charleston,djz4e1mwqz,3G,null
MOBILE,LTE,Verizon Wireless,2017-05-21 15:27:08 UTC,2017-05-21 15:27:27 UTC,806,4,null,null,48,-25200,326,null,null,null,samsung,SM-N915V,ANDROID60,2560,1600,2913550336,25079152640,en,2017-05-21 15:27:27 UTC,null,null,null,null,null,33.3049419,-112.0526672,null,27.503000259399414,null,null,null,null,null,724770816,0.96,0.7400000095367432,Unplugged,11457937408,175,60,null,null,null,null,null,618364819,13621215232,2188779520,United States,Arizona,Phoenix,9tbm6nvxre,4G,null
UNKNOWN,UNKNOWN,null,2017-06-17 14:45:21 UTC,2017-06-17 14:45:22 UTC,3478,566,null,310,770,-18000,null,null,null,null,samsung,SAMSUNG-SM-G870A,ANDROID44,1920,1080,1947013120,28351352832,en,2017-06-17 14:45:22 UTC,null,null,null,null,null,43.28390818,-94.21029971,315.0,6.0,null,null,null,24.44000244140625,89.19999694824219,259870720,1.0,0.4300000071525574,Charging,5130301440,15119,53005,null,null,null,null,null,58714502,23221051392,1687142400,United States,Iowa,null,9ztn0pw5hc,UNKNOWN,iWireless
MOBILE,LTE,,2017-07-18 19:42:12 UTC,2017-07-18 19:42:16 UTC,30642,1372,null,null,1372,-18000,326,null,null,null,LGE,LGL82VL,ANDROID51,1280,720,1459826688,36434149376,en,2017-07-18 19:42:16 UTC,null,null,null,null,null,44.043913,-92.4072969,null,2735.0,null,null,null,null,null,498970624,0.03,0.699999988079071,Unplugged,5871427584,0,0,null,null,null,null,null,239087995,30562721792,960856064,United States,Minnesota,null,9zy691zn3u,4G,null
MOBILE,LTE,,2017-05-20 19:28:44 UTC,2017-05-20 19:29:53 UTC,323,1,null,null,1322,-18000,21,null,null,null,LGE,LGL52VL,ANDROID51,854,480,953765888,8438431744,en,2017-05-20 19:28:48 UTC,null,null,null,null,null,35.8909834,-96.8763899,null,42.5,null,null,null,null,null,293003264,0.57,0.5799999833106995,Charging,4334350336,4354,0,-112,null,null,null,null,99471588,4104081408,660762624,United States,Oklahoma,null,9y7h5tbb0s,4G,null
MOBILE,LTE,U.S. Cellular,2017-06-13 15:00:02 UTC,2017-06-13 15:00:25 UTC,8931,10,null,null,1541,-14400,295,null,null,null,LGE,LGUS990,ANDROID44,2560,1440,2998702080,26956431360,en,2017-06-13 15:00:05 UTC,null,null,null,null,-87,35.27911309,-77.58826445,-48.0,15.0,null,null,null,8.970356941223145,79.30000305175781,467804160,0.4,0.7400000095367432,Unplugged,14663651328,1463,4849,-118,-14,-20,null,null,8530151800,12292780032,2530897920,United States,North Carolina,Kinston,dq2bdqmgwr,4G,null
MOBILE,EDGE,Oi,2017-07-23 03:19:41 UTC,2017-07-23 03:20:43 UTC,1762,100,null,724,31,-10800,null,null,null,null,samsung,GT-I9082L,ANDROID42,800,480,842858496,6332542976,pt,2017-07-23 03:20:43 UTC,null,null,null,null,null,37.202601,-88.69196,null,2804.0,null,null,null,null,null,126083072,0.68,0.14000000059604645,Unplugged,530542592,27435,10659,null,null,null,null,null,8040295,5802000384,716775424,United States,Illinois,null,dn8gtu82ze,3G,null
MOBILE,EVDOA,U.S. Cellular®,2017-06-20 23:11:59 UTC,2017-06-20 23:13:24 UTC,19618,1,null,null,166,-18000,null,null,null,null,kyocera,USCC-E6762,ANDROID44,1280,720,1958666240,12424204288,en,2017-06-20 23:13:24 UTC,null,null,null,null,null,36.20262334,-95.76140878,123.0,14.0,null,null,null,4.508702754974365,45.29999923706055,326754304,0.33,0.6700000166893005,Unplugged,712716288,10906,15539,null,null,null,null,null,1681454192,11711488000,1631911936,United States,Oklahoma,null,9y7vuykxt6,3G,null
MOBILE,EHRPD,Boost Mobile,2017-07-22 22:27:33 UTC,2017-07-22 22:27:38 UTC,26105,309,null,null,4190,-18000,null,null,null,null,LGE,LGLS676,ANDROID60,1280,720,1476308992,18934689792,en,2017-07-22 22:27:36 UTC,null,null,280.0,null,-86,38.6042343,-90.3173232,null,18.0,null,2.791769,0.0,null,null,408223744,0.08,0.3700000047683716,Unplugged,9313910784,652,652,null,null,null,null,null,336815002,9620779008,1068085248,United States,Missouri,null,9yzg8g8vvy,3G,null
MOBILE,LTE,U.S. Cellular,2017-07-20 13:39:31 UTC,2017-07-20 13:40:23 UTC,16546,25,null,null,5,-18000,145,null,null,null,samsung,SM-G930R4,ANDROID70,1920,1080,3583086592,25999577088,en,2017-07-20 13:40:23 UTC,null,null,null,null,null,42.991424,-88.1084292,null,50.0,null,null,null,null,null,1320378368,0.27,0.9800000190734863,Unplugged,19925008384,9846,22121,null,null,null,null,null,2246482706,6074568704,2262708224,United States,Wisconsin,New Berlin,dp9ke437hy,4G,null
MOBILE,LTE,,2017-07-22 01:39:59 UTC,2017-07-22 01:40:19 UTC,17602,1372,null,null,1372,-18000,206,null,null,null,LGE,LGL82VL,ANDROID51,1280,720,1459826688,20540850176,en,2017-07-22 01:39:59 UTC,null,null,null,null,-61,44.166691,-93.2581341,313.0,3.0,null,null,null,31.43045997619629,353.0,295628800,0.51,0.9599999785423279,Charging,14633848832,0,0,-92,-14,52,null,null,526369514,5907001344,1164197888,United States,Minnesota,null,9zvemb73xg,4G,null
MOBILE,LTE,,2017-07-25 11:01:51 UTC,2017-07-25 11:01:56 UTC,22787,13,null,null,1236,-18000,446,null,null,null,LGE,LGL82VL,ANDROID51,1280,720,1459826688,20540850176,en,2017-07-25 11:01:56 UTC,null,null,null,null,null,43.1372215,-93.228674,318.0,14.0,null,null,null,null,null,425467904,0.53,1.0,Unplugged,14570565632,0,40,null,null,null,null,null,222865633,5970284544,1034358784,United States,Iowa,Mason City,9zttqsbuw2,4G,null
UNKNOWN,UNKNOWN,null,2017-05-24 16:27:21 UTC,2017-05-24 16:27:22 UTC,17435,309,null,null,4190,-18000,null,null,null,null,LGE,LGLS885,ANDROID44,1280,720,903102464,4220878848,en,2017-05-24 16:27:22 UTC,null,null,null,null,null,38.17100457,-92.81195386,188.0,30.0,null,null,null,null,null,154390528,0.96,0.9100000262260437,Unplugged,977338368,4738,15903,null,null,null,null,null,184568841,3243540480,748711936,United States,Missouri,null,9yy10hb6hw,UNKNOWN,null
MOBILE,LTE,Cellcom,2017-07-20 04:48:21 UTC,2017-07-20 04:58:31 UTC,11395,7,null,null,5274,-18000,14,null,null,null,motorola,XT1250,ANDROID50,2560,1440,2904518656,25375256576,en,2017-07-20 04:53:30 UTC,null,null,null,null,-81,44.6173446,-89.0243554,null,3299.0,null,null,null,null,null,730542080,0.33,1.0,Full,10032467968,2996,2318,-106,-8,146,null,null,276872036,15342788608,2173976576,United States,Wisconsin,null,dpbty4q6y5,4G,null
MOBILE,LTE,Sprint,2017-07-21 22:16:42 UTC,2017-07-21 22:16:47 UTC,6443,307,null,null,22444,-14400,137,null,null,null,HTC,HTCONE,ANDROID50,1920,1080,1907793920,27479240704,en,2017-07-21 22:16:47 UTC,null,null,null,null,null,30.1856451,-81.5535151,null,22.0,null,null,null,null,null,659025920,0.49,0.5,NotCharging,12409614336,0,0,null,null,null,null,null,127045399,15069626368,1248768000,United States,Florida,Jacksonville,djq58pns1k,4G,null
MOBILE,LTE,Sprint,2017-07-09 08:22:13 UTC,2017-07-09 13:03:37 UTC,4826,8,null,null,22435,-14400,235,null,null,null,LGE,LG-LS997,ANDROID70,2560,1440,3965923328,71087927296,en,2017-07-09 11:58:37 UTC,null,null,null,null,-72,39.6244139,-77.7686315,null,1899.9990234375,null,null,null,null,null,813137920,0.39,1.0,Unplugged,59333128192,7648,8226,-96,-7,186,null,null,400686726,11754799104,3152785408,United States,Maryland,null,dr09qm6sgw,4G,null
MOBILE,LTE,U.S. Cellular,2017-07-19 22:39:13 UTC,2017-07-19 22:39:18 UTC,27411,1,null,null,5908,-18000,199,null,null,null,motorola,Moto G Play,ANDROID60,1280,720,2007384064,11773280256,en,2017-07-19 22:39:13 UTC,null,null,61.0,null,-70,35.5618758,-97.0021234,null,3498.0,null,0.619463,0.0,null,null,618569728,0.18,0.41999998688697815,Unplugged,7181832192,632,632,-94,-7,204,null,null,675176726,4591448064,1388814336,United States,Oklahoma,null,9y7429v4yw,4G,null
UNKNOWN,UNKNOWN,null,2017-05-17 14:03:52 UTC,2017-05-17 14:03:59 UTC,null,235,null,null,4121,-21600,null,null,null,null,LGE,LGLS885,ANDROID44,1280,720,903102464,36123279360,es,2017-05-17 14:03:59 UTC,null,null,null,null,null,39.28937619,-104.63711212,2058.0,16.0,null,null,null,23.90423583984375,90.5999984741211,137781248,0.98,0.9300000071525574,Unplugged,30665314304,0,0,null,null,null,null,null,50679982,5457965056,765321216,United States,Colorado,null,9wvxdbmt4w,UNKNOWN,null
MOBILE,LTE,Sprint,2017-05-22 23:27:54 UTC,2017-05-22 23:27:59 UTC,null,309,null,null,22434,-18000,null,null,null,null,LGE,LGLS885,ANDROID44,1280,720,903102464,4220878848,en,2017-05-22 23:27:59 UTC,null,null,null,null,null,37.68704245,-93.0436875,303.0,44.0,null,null,null,0.6303173899650574,189.0,186843136,0.47,0.38999998569488525,Unplugged,892571648,0,0,null,null,null,null,null,214248275,3328307200,716259328,United States,Missouri,null,9yty6sxwuv,4G,null
UNKNOWN,UNKNOWN,null,2017-05-14 18:42:48 UTC,2017-05-14 18:43:25 UTC,698,8,null,null,119,-14400,null,null,null,null,TCL,ALCATEL A564C,ANDROID44,854,480,952938496,33472286720,en,2017-05-14 18:43:25 UTC,null,null,null,null,null,41.95678342,-72.91575372,228.0,38.0,null,null,null,null,null,267145216,1.0,0.44999998807907104,Unplugged,30436806656,0,0,null,null,null,null,null,17536525,3035480064,685793280,United States,Connecticut,null,drknsvbrgz,UNKNOWN,null
MOBILE,LTE,,2017-07-22 19:47:55 UTC,2017-07-22 19:48:16 UTC,421,1,null,null,316,-18000,187,null,null,null,LGE,LGL82VL,ANDROID51,1280,720,1459826688,12459692032,en,2017-07-22 19:48:16 UTC,null,null,null,null,null,47.3761441,-92.4924823,null,4648.0,null,null,null,null,null,407273472,0.43,0.6100000143051147,Unplugged,528953344,364,0,null,null,null,null,null,56920027,11930738688,1052553216,United States,Minnesota,null,cbqjx2940c,4G,null
MOBILE,LTE,Sprint,2017-07-17 07:12:29 UTC,2017-07-17 07:12:39 UTC,38018,2,null,null,22439,-18000,27,null,null,null,LGE,LGLS775,ANDROID70,1280,720,1987317760,26806824960,en,2017-07-17 07:12:39 UTC,null,null,null,null,null,41.7688154,-87.6927124,null,18.0,null,null,null,null,null,307855360,0.11,0.699999988079071,Unplugged,16107335680,443,81,null,null,null,null,null,568977114,10699489280,1679462400,United States,Illinois,Chicago,dp3tseb0gx,4G,null
MOBILE,LTE,,2017-06-27 01:06:40 UTC,2017-06-27 01:07:13 UTC,12618,7,null,null,4119,-18000,84,null,null,null,samsung,SM-G930VL,ANDROID70,2560,1440,3583078400,25304150016,en,2017-06-27 01:07:13 UTC,null,null,null,null,null,32.7852859,-97.7892553,null,20.0,null,null,null,null,null,850685952,0.94,0.20000000298023224,Unplugged,14913712128,108824,33815,null,null,null,null,null,60828933,10390437888,2732392448,United States,Texas,null,9vf6wb2h1h,4G,null
MOBILEROAMING,ONEXRTT,Roaming,2017-07-12 16:57:55 UTC,2017-07-12 17:02:20 UTC,4833,1,null,null,262,-21600,null,null,null,null,samsung,SM-G930R4,ANDROID70,1920,1080,3583090688,29956378624,en,2017-07-12 17:02:20 UTC,null,null,null,null,null,47.1770169,-113.4863944,null,3253.0,null,null,null,null,null,1483325440,0.94,0.7699999809265137,Unplugged,18625933312,91871,64490,null,null,null,null,null,223118841,11330445312,2099765248,United States,Montana,null,c2rk3s3dp3,3G,null
UNKNOWN,UNKNOWN,null,2017-07-20 23:30:55 UTC,2017-07-20 23:30:57 UTC,879,68,null,null,4376,-14400,null,null,null,null,samsung,SM-G860P,ANDROID60,1920,1080,1787785216,12174872576,en,2017-07-20 23:30:57 UTC,null,null,null,null,null,34.1705054,-80.8944081,null,2653.0,null,null,null,0.4300000071525574,331.0,589275136,0.65,0.4099999964237213,Unplugged,965267456,0,0,null,null,null,null,null,175846280,11209605120,1198510080,United States,South Carolina,null,dnn6rhw3xe,UNKNOWN,null
MOBILE,LTE,,2017-07-13 13:05:13 UTC,2017-07-13 13:05:23 UTC,20754,4,null,null,41,-14400,200,null,null,null,LGE,LGL52VL,ANDROID51,854,480,953765888,36444610560,en,2017-07-13 13:05:23 UTC,null,null,null,null,null,33.0250039,-84.9693966,null,104.0,null,null,null,null,null,246394880,0.01,0.9200000166893005,Unplugged,15732051968,26160,72105,null,null,null,null,null,53313984,20712558592,707371008,United States,Georgia,null,djgefkp0td,4G,null
MOBILE,EHRPD,Boost Mobile,2017-05-23 19:49:30 UTC,2017-05-23 19:49:38 UTC,57638,401,null,null,22438,-14400,null,null,null,null,zte,N9515,ANDROID44,1280,720,1967202304,12712173568,en,2017-05-23 19:49:30 UTC,null,null,null,null,-125,35.26303052,-81.12802584,218.0,9.0,null,null,null,0.17262676358222961,28.100000381469727,396771328,0.52,0.20999999344348907,Unplugged,7593021440,1221,0,null,null,null,null,null,146479027,5119152128,1570430976,United States,North Carolina,Gastonia,dnq29gkq5c,3G,null
UNKNOWN,UNKNOWN,null,2017-07-21 21:06:47 UTC,2017-07-21 21:06:50 UTC,8741,68,null,null,22438,-14400,null,null,null,null,samsung,SM-J700P,ANDROID60,1280,720,1980100608,43574300672,en,2017-07-21 21:06:50 UTC,null,null,null,null,null,32.9267779,-80.4166615,null,3560.0,null,null,null,null,null,399601664,0.25,0.6600000262260437,Charging,29872652288,0,0,null,null,null,null,null,237352285,13701648384,1580498944,United States,South Carolina,null,djyg644k7u,UNKNOWN,null
MOBILE,LTE,U.S. Cellular,2017-07-22 19:03:45 UTC,2017-07-22 19:05:16 UTC,141023495,1286,null,311,580,-18000,144,null,null,null,LGE,LGUK410,ANDROID44,1280,800,900366336,27505590272,en,2017-07-22 19:05:16 UTC,null,null,null,null,null,42.59533381,-89.57838241,264.0,12.0,null,null,null,28.290063858032227,87.5,196321280,0.63,0.07000000029802322,Charging,13901262848,3876,17841,null,null,null,null,null,3292955,13604327424,704045056,United States,Wisconsin,null,dp863d5pb3,4G,U.S. Cellular
UNKNOWN,UNKNOWN,null,2017-06-23 16:07:14 UTC,2017-06-23 16:10:39 UTC,null,null,null,312,530,-14400,null,null,null,null,samsung,SPH-L710T,ANDROID44,1280,720,1630531584,13000089600,en,2017-06-23 16:10:39 UTC,null,null,null,null,null,42.26093605,-83.54401685,180.0,9.0,null,null,null,null,null,215982080,0.93,0.6700000166893005,Unplugged,3696668672,0,0,null,null,null,null,null,6297507,9303420928,1414549504,United States,Michigan,null,dps86vm5g3,UNKNOWN,Sprint
UNKNOWN,UNKNOWN,null,2017-05-26 10:21:11 UTC,2017-05-26 10:21:20 UTC,4989,2,null,null,4138,-14400,null,null,null,null,LGE,LG-LS997,ANDROID70,2560,1440,3965898752,55080103936,en,2017-05-26 10:21:20 UTC,null,null,null,null,null,30.6287285,-81.608634,null,50.0,null,null,null,null,null,987582464,0.13,1.0,Full,23054004224,0,0,null,null,null,null,null,83948217,32026099712,2978316288,United States,Florida,null,djmynzy3kb,UNKNOWN,null
